Time,open,high,low,close
2025-04-14 11:00:00,14.725,15.405,14.095,15.215
2025-04-14 11:30:00,15.615,15.615,14.335,15.145
2025-04-14 12:00:00,15.285,15.865,14.705,15.175
2025-04-14 12:30:00,15.375,15.825,14.705,15.555
2025-04-14 13:00:00,15.315,15.685,14.905,15.055
2025-04-14 13:30:00,15.075,15.605,15.075,15.465
2025-04-14 14:30:00,15.675,15.755,14.925,15.185
2025-04-14 15:00:00,15.035,15.365,14.725,14.985
2025-04-14 15:30:00,14.975,16.065,14.865,15.365
2025-04-14 16:00:00,15.345,16.965,15.345,16.065
2025-04-14 16:30:00,16.035,16.645,15.625,16.095
2025-04-14 17:00:00,16.325,16.675,15.955,16.195
2025-04-14 17:30:00,15.665,16.725,15.075,16.285
2025-04-14 18:00:00,16.495,16.875,15.745,15.745
2025-04-14 18:30:00,15.975,16.965,15.375,16.675
2025-04-14 19:00:00,16.475,16.725,15.505,16.525
2025-04-14 19:30:00,16.365,16.455,15.295,16.375
2025-04-14 20:00:00,16.285,16.635,15.525,16.205
2025-04-14 20:30:00,16.125,16.255,15.485,15.655
2025-04-14 21:00:00,15.875,15.875,15.015,15.015
2025-04-14 21:30:00,15.395,15.475,15.005,15.255
2025-04-14 22:00:00,15.295,15.945,15.025,15.445
2025-04-14 22:30:00,15.245,15.795,14.925,15.555
2025-04-14 23:00:00,15.525,16.035,15.335,15.445
2025-04-14 23:30:00,15.365,15.845,14.925,15.115
2025-04-15 00:00:00,15.215,15.705,14.955,15.625
2025-04-15 00:30:00,15.555,15.565,14.675,14.675
2025-04-15 01:00:00,14.695,14.695,14.695,14.695
2025-04-15 01:30:00,14.695,14.695,14.695,14.695
2025-04-15 03:00:00,15.625,15.735,15.325,15.505
2025-04-15 03:30:00,15.525,16.025,15.425,15.965
2025-04-15 04:00:00,15.945,16.335,15.855,15.975
2025-04-15 04:30:00,15.905,15.985,15.235,15.345
2025-04-15 05:00:00,15.425,16.325,15.185,15.895
2025-04-15 05:30:00,15.875,16.055,15.345,15.535
2025-04-15 06:00:00,15.465,15.905,15.185,15.405
2025-04-15 06:30:00,15.425,15.485,14.895,15.105
2025-04-15 07:00:00,15.115,15.835,15.065,15.375
2025-04-15 07:30:00,15.375,16.215,15.375,15.895
2025-04-15 08:00:00,15.765,16.055,15.755,15.895
2025-04-15 08:30:00,15.905,16.395,15.805,16.145
2025-04-15 09:00:00,16.065,16.595,16.065,16.255
2025-04-15 09:30:00,16.555,16.795,15.355,15.455
2025-04-15 10:00:00,15.345,15.495,14.865,15.195
2025-04-15 10:30:00,15.215,16.215,14.955,15.745
2025-04-15 11:00:00,15.935,16.295,15.455,15.495
2025-04-15 11:30:00,15.465,15.565,14.905,15.435
2025-04-15 12:00:00,15.515,15.515,14.645,15.315
2025-04-15 12:30:00,15.515,16.205,15.195,15.565
2025-04-15 13:00:00,15.635,16.085,15.635,15.975
2025-04-15 13:30:00,15.945,16.035,15.415,15.475
2025-04-15 14:30:00,15.465,15.685,15.355,15.605
2025-04-15 15:00:00,15.695,15.845,15.115,15.225
2025-04-15 15:30:00,15.295,16.015,14.925,15.665
2025-04-15 16:00:00,16.285,16.285,15.08,15.175
2025-04-15 16:30:00,15.265,16.455,15.065,16.265
2025-04-15 17:00:00,16.175,16.385,15.835,16.215
2025-04-15 17:30:00,16.215,16.725,15.485,16.305
2025-04-15 18:00:00,16.435,16.435,15.715,15.965
